date;country;risk;title;fake;supChainName;location;typeOfTransport
09.03.2022;North Macedonia;Conflicts;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Albania;Conflicts;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
10.03.2022;Ukraine;Trade Tensions;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;Bosch Solarpanels;Ukraine;ship
10.03.2022;Ukraine;Political Instability;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;Bosch Solarpanels;Ukraine;ship
10.03.2022;Ukraine;Economic Sanctions;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;Bosch Solarpanels;Ukraine;ship
10.03.2022;Ukraine;Conflicts;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;Bosch Solarpanels;Ukraine;ship
10.03.2022;Ukraine;regulatory changes;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;Bosch Solarpanels;Ukraine;ship
10.03.2022;Ukraine;natural disasters;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;Bosch Solarpanels;Ukraine;ship
10.03.2022;Russia;Trade Tensions;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;Bosch Battery;Russia;train
10.03.2022;Russia;Political Instability;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;Bosch Battery;Russia;train
10.03.2022;Russia;Economic Sanctions;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;Bosch Battery;Russia;train
10.03.2022;Russia;Conflicts;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;Bosch Battery;Russia;train
10.03.2022;Russia;regulatory changes;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;Bosch Battery;Russia;train
10.03.2022;UK;Trade Tensions;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;;;
10.03.2022;UK;Political Instability;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;;;
10.03.2022;UK;Economic Sanctions;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;;;
10.03.2022;US;Trade Tensions;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;;;
10.03.2022;US;Economic Sanctions;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;;;
10.03.2022;Germany;Trade Tensions;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;Bosch Solarpanels;Germany;truck
10.03.2022;Germany;Economic Sanctions;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;Bosch Solarpanels;Germany;truck
10.03.2022;Israel;Political Instability;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;;;
10.03.2022;Israel;Conflicts;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;;;
10.03.2022;Syria;Conflicts;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;;;
10.03.2022;Afghanistan;Conflicts;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;;;
10.03.2022;Vietnam;Conflicts;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;Bosch Battery;Vietnam;ship
10.03.2022;Chechnya;Conflicts;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;;;
10.03.2022;Iran;Conflicts;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;;;
10.03.2022;Middle East;Conflicts;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;;;
10.03.2022;Turkey;Conflicts;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;Bosch Battery;Turkey;ship
10.03.2022;Poland;Conflicts;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;Bosch Solarpanels;Poland;truck
10.03.2022;Belarus;Conflicts;"[""Chancellor faces tough calls over households' income hit, says IFS"", ""Israel's Bennett plays peacemaker in Ukraine-Russia war"", 'The Russians using emojis to evade censors', 'Russia could launch chemical attack in Ukraine-White House', 'IMF approves $1.4bn emergency funds for Ukraine', ""The Papers: 'Barbaric' children's hospital bombing 'a new low'"", 'War in Ukraine: Oil prices plunge as UAE supports supply boost', 'Ukraine: Private militias recruiting former soldiers', 'WATCH: Disposal experts defuse unexploded bomb in Ukraine', 'What is a thermobaric or vacuum bomb?']";No;;;
11.03.2022;Ukraine;Trade Tensions;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;Bosch Solarpanels;Ukraine;ship
11.03.2022;Ukraine;Political Instability;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;Bosch Solarpanels;Ukraine;ship
11.03.2022;Ukraine;Economic Sanctions;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;Bosch Solarpanels;Ukraine;ship
11.03.2022;Ukraine;Natural disasters;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;Bosch Solarpanels;Ukraine;ship
11.03.2022;Ukraine;Conflicts;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;Bosch Solarpanels;Ukraine;ship
11.03.2022;Ukraine;Regulatory changes;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;Bosch Solarpanels;Ukraine;ship
11.03.2022;Russia;Trade Tensions;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;Bosch Battery;Russia;train
11.03.2022;Russia;Political Instability;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;Bosch Battery;Russia;train
11.03.2022;Russia;Economic Sanctions;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;Bosch Battery;Russia;train
11.03.2022;Russia;Natural disasters;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;Bosch Battery;Russia;train
11.03.2022;Russia;Conflicts;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;Bosch Battery;Russia;train
11.03.2022;Russia;Regulatory changes;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;Bosch Battery;Russia;train
11.03.2022;Poland;Trade Tensions;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;Bosch Solarpanels;Poland;truck
11.03.2022;Poland;Political Instability;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;Bosch Solarpanels;Poland;truck
11.03.2022;Poland;Economic Sanctions;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;Bosch Solarpanels;Poland;truck
11.03.2022;Poland;Natural disasters;"[""Ukraine war: 'I have 20 children here, please send help'"", 'Russia-Ukraine war: Foreign fighters go to join defence', 'Ukraine conflict: Growing numbers of firms pull back from Russia', 'Climate change: Can the Russian energy crisis help to curb global heating?', 'War in Ukraine: Facebook to allow calls for violence against Putin', ""The Papers: 'Roman empire falls' and 'hotline to host refugees'"", 'Ukraine war: Large Russian convoy redeploys near Kyiv-satellite images', 'The Ukrainian sisters separated by war', 'Mystery drone from Ukraine war crashes in Croatia', 'Cost of living: What Tory MPs want from Rishi Sunak']";No;Bosch Solarpanels;Poland;truck
